month,year,month_num,dewpoint_2m_c,temperature_2m_c,skin_temperature_c,soil_temperature_layer_1_c,soil_temperature_layer_2_c,soil_temperature_layer_3_c,soil_temperature_layer_4_c
1966-12-01,1966,12,15.549564408770607,19.684284149863004,19.84355197270213,20.465465897550416,20.613356231952366,21.270858671446774,22.89202545333302
1967-01-01,1967,1,15.897455431431126,20.419889220952427,20.764794539509126,21.36513595401823,21.4144695667336,21.572727178873834,22.23128513942595
1967-02-01,1967,2,15.730209735341646,20.832087687206354,21.320946883259126,21.92067574760182,21.902991324882578,21.881792003658518,22.031632404133234
1967-03-01,1967,3,16.27156987201448,22.349384199723488,23.046324048979557,23.583546604284948,23.318185054387754,22.682660624265907,22.117393059906078
1967-04-01,1967,4,18.355484274055414,23.25380897611592,23.827237375807556,24.414777371280366,24.20062876248045,23.589255900670537,22.568629745925534
1967-05-01,1967,5,18.336184355422915,25.28371018041554,26.049837226837838,26.580883043449035,26.18587689500538,25.111340398945288,23.317039103795537
1967-06-01,1967,6,20.177685470401855,23.771112180036255,24.251508662881804,25.009610422682556,25.040043689127344,24.976633849476343,24.080490736039053
1967-07-01,1967,7,19.52708951491536,23.55621203106648,23.851866519124428,24.544231360427318,24.505419310089565,24.414197704581056,24.261791246574035
1967-08-01,1967,8,19.753877610794348,23.830295538248834,24.222735820343132,24.93457398321266,24.897601304020668,24.749985508332543,24.39731319131755
1967-09-01,1967,9,19.982668921605864,23.43691578314656,23.76089153961925,24.482535475907923,24.53438658568672,24.62091445863109,24.513195102963493
1967-10-01,1967,10,19.55064459242857,21.940837901331292,22.164505891493775,22.842568527616038,22.966047093713314,23.447634072778044,24.305552641077725
1967-11-01,1967,11,17.738487001089027,20.994934646020965,21.08806062487764,21.75551776930797,21.9244196832787,22.470483494028997,23.686013590813445
1967-12-01,1967,12,17.597809043412326,21.307069295406734,21.466022239930055,22.086645679877165,22.18970667182606,22.524834320856996,23.155377096894597
1968-01-01,1968,1,15.934038288591466,19.908590691072845,20.187220528766147,20.886331833949214,21.07689171703703,21.634004946285245,22.69304529965251
1968-02-01,1968,2,14.90486510895903,19.901660500379307,20.322471376089027,20.9837787386208,21.014582899985328,21.235609506533876,22.08446256179036
1968-03-01,1968,3,15.28769405069255,21.478487176977296,22.209495062891563,22.799484876664053,22.622785183780366,22.239916667176487,21.971294109729854
1968-04-01,1968,4,17.434430022452545,23.972812102339503,24.84217297009593,25.340201491532923,24.8885638948708,23.69991392943672,22.3643744723351
1968-05-01,1968,5,19.611575362788813,24.068680218223903,24.705493030234436,25.387340897550416,25.265040018414766,24.770445142729557,23.22421500281422
1968-06-01,1968,6,20.590567415696,23.361644571016086,23.698180664827248,24.35320957933635,24.306253135400368,24.162301934465575,23.700756090324035
1968-07-01,1968,7,19.899421174505676,23.312140423110804,23.58116350883421,24.25665263128917,24.212768306149712,24.125832257610625,23.874869269099975
1968-08-01,1968,8,19.985982122100154,23.590876940889302,23.92840489183635,24.599806905222238,24.548244672878354,24.384029035336766,24.041963548294348
1968-09-01,1968,9,20.428876348986932,23.276123467477532,23.614067241337125,24.28790014591084,24.298008753120143,24.311084328504307,24.172202534627104
1968-10-01,1968,10,19.704782594398523,22.10621841657695,22.32296768702281,23.040093779059816,23.19972293767131,23.643524136464862,24.103272669709327
1968-11-01,1968,11,18.05963420584135,21.08106103477388,21.18001426989531,21.839191854382875,21.982750556724795,22.48298991777608,23.602091350271678
1968-12-01,1968,12,17.111904388642813,20.715160004833137,20.820046602755497,21.42700524147176,21.541629551683684,21.944317430990623,22.961964955400845
1969-01-01,1969,1,16.59170208649425,20.70955528552031,20.966716042849498,21.571158331599975,21.61758940479399,21.807096634568325,22.453014916858365
1969-02-01,1969,2,17.054018015551605,22.207315194914884,22.715696655369072,23.220280648920834,23.02615252728566,22.58473404157695,22.320045838023702
1969-03-01,1969,3,18.063219077305234,23.343910058364372,23.933231305366633,24.461769566427677,24.304473222151557,23.775094903215575,22.716916020213432
1969-04-01,1969,4,19.428813258613957,25.123862882060052,25.803698931210874,26.243092598313922,25.813108573561124,24.71426909229399,23.310642504710756
1969-05-01,1969,5,20.393645346454093,25.192224933621276,25.79938947637288,26.486378061986102,26.38151192063924,25.93079047266542,24.276360343150486
1969-06-01,1969,6,21.256188439090693,24.410508064861517,24.777463468762278,25.405648767864136,25.328412959756804,25.07662845811717,24.677787944462125
1969-07-01,1969,7,20.581959785813922,23.81852249229155,24.070680374229198,24.769414093089267,24.76214799395558,24.778668494885494,24.775077505567253
1969-08-01,1969,8,20.996595834658876,23.362404714418574,23.710066317541134,24.425694299995143,24.48221390618886,24.675265094276142,24.77838554412199
1969-09-01,1969,9,20.853424660153223,22.676791881301426,22.947079259861994,23.63442822533284,23.743453360537387,24.039230779231104,24.55190314977733
1969-10-01,1969,10,20.292351458496512,22.600682905491396,22.86603432269237,23.52449936833159,23.584399471417385,23.78859949313579,24.257034806002878
1969-11-01,1969,11,18.067089576093906,21.07950595267232,21.192584548747107,21.919173049628057,22.14500809850972,22.812351871451654,23.85780752924336
1969-12-01,1969,12,16.95559703375835,20.865686560909353,20.98990634329732,21.593234417824988,21.67145061209135,22.016544437035066,23.12481153184956
1970-01-01,1970,1,16.40341403038127,20.468453131117883,20.740052024703914,21.374107978599795,21.4849202920052,21.8026531604836,22.57426467214418
1970-02-01,1970,2,15.109954704935888,20.08424193666798,20.52624773639394,21.19139367016203,21.26249154971373,21.557051133026675,22.171848081440885
1970-03-01,1970,3,17.296497260730746,23.262112051561303,23.90771411725484,24.31456443171254,23.896098606046905,22.94745761091673,22.18881595046986
1970-04-01,1970,4,18.836918306761447,25.548595493588493,26.356540177478962,26.855510657302318,26.393371190106222,25.0786440999413,23.00759267784605
1970-05-01,1970,5,18.280500218713314,24.385360433388826,25.09077064317006,25.808052740492883,25.69790211127156,25.284756715874607,23.971809730141445
1970-06-01,1970,6,20.457572144797382,24.056069026221166,24.464904966780068,25.183753808364372,25.18556163432362,25.08250026000883,24.447018654867406
1970-07-01,1970,7,20.33118950971516,23.287548369285958,23.644151981267157,24.378640543938445,24.419479133528284,24.54777512755726,24.566534954360804
1970-08-01,1970,8,20.56282676989531,23.2878196578896,23.612898539974083,24.332214059135197,24.35680362758177,24.41626171569112,24.504730286743836
1970-09-01,1970,9,20.4663394124413,22.73241866312651,23.041186389609436,23.755023561386565,23.82661717832326,24.049962642851938,24.396399910373475
1970-10-01,1970,10,20.310104133528284,22.54318807507832,22.79348364391643,23.446968182569037,23.52065888526579,23.740278002948855,24.152824995717538
1970-11-01,1970,11,16.856446689017275,20.102447715287326,20.185136634629544,20.986236968970275,21.297265625000023,22.221677240358304,23.636073928151916
1970-12-01,1970,12,17.024101707799048,20.661430331404176,20.81516876101216,21.38562025101561,21.44094630206297,21.69885554063484,22.758754114257044
1971-01-01,1971,1,16.529699353342835,20.901015449111696,21.159685978183745,21.758782218150486,21.79163452244029,21.960382725320585,22.398700032424642
1971-02-01,1971,2,16.112996043277747,21.71807038285533,22.152834746047915,22.679312819657923,22.502443738682018,22.17178059386015,22.223856534786137
1971-03-01,1971,3,16.54563196670665,22.997609104284948,23.6471088167458,24.242051607160363,24.022350471992468,23.360248361944514,22.46556588623241
1971-04-01,1971,4,16.126953163236635,23.57308774991435,24.279244146742883,24.851471535153223,24.48802032351216,23.74566936209135,22.913791823181782
1971-05-01,1971,5,18.95014315779173,25.090717111944514,25.833550045578022,26.50356885033284,26.290887379478306,25.531360924346643,23.71616887725139
1971-06-01,1971,6,19.492294409504723,23.74384566794737,24.11379652628233,24.867829912942966,24.89710480190388,24.896525135204627,24.325761252263646
1971-07-01,1971,7,19.323362097445226,23.39599020531523,23.72412438209676,24.462230699699035,24.48926301267619,24.53115788805553,24.439347439066182
1971-08-01,1971,8,19.607760307055116,23.44113194070576,23.850114136220157,24.56419908109831,24.548805603648702,24.527630180293215,24.443790721968014
1971-09-01,1971,9,20.445133782179937,22.955695110610804,23.239719175190885,23.92779272403584,23.97538064525014,24.14899196878673,24.40911395880238
1971-10-01,1971,10,19.760082071016086,22.32330436019481,22.56974759262431,23.262703571603367,23.35970176989531,23.640565006790837,24.17243214534801
1971-11-01,1971,11,18.536046053678092,21.20890621941078,21.309263502104557,21.98086663995207,22.14748659425169,22.707799270140015,23.728327730398405
1971-12-01,1971,12,17.90059905265025,21.208609885840872,21.318358457321892,21.97088975779417,22.11491896137187,22.50255959554869,23.2186882861443
1972-01-01,1972,1,17.575386533684934,21.063180649532626,21.265241716425237,21.826847171410066,21.85611058939412,22.037097177527926,22.749014107772155
1972-02-01,1972,2,15.946428090740028,20.968156797547977,21.278647464761207,21.920197216682197,21.91856986742613,22.026380034994133,22.456367118674166
1972-03-01,1972,3,16.727082555856043,23.24001952360271,23.886591651575998,24.38788825433147,24.005447413983006,23.157838768537147,22.477266473852296
1972-04-01,1972,4,17.82854219942982,24.823414863938922,25.599850877300355,26.19467914912883,25.864563743453914,24.854262232649774,23.154611026820703
1972-05-01,1972,5,18.99417545853322,25.520857333166134,26.291682700543276,26.91783075414793,26.66438774043172,25.827453986088017,24.086174987458435
1972-06-01,1972,6,20.937111554485625,23.533184427307674,23.875986924615802,24.60605896999806,24.67726735329387,24.86268747399913,24.609058821640076
1972-07-01,1972,7,20.4020640875832,23.503139835796787,23.765420663664884,24.487617118674166,24.521926045847238,24.612884583618836,24.63651345775014
1972-08-01,1972,8,20.12606244188038,23.219796000146857,23.53056636801341,24.24331112042387,24.257857848595336,24.34123732074687,24.553224032767275
1972-09-01,1972,9,20.435310993478367,23.079084203088314,23.410924270140015,24.106151884910958,24.142075160899594,24.253883155099857,24.437975127863183
1972-10-01,1972,10,19.98618879086729,22.680000122357114,22.914717148651675,23.568027710821298,23.61320137376424,23.795487623580698,24.243120511024415
1972-11-01,1972,11,20.013330842856817,22.852949570526675,23.03022223870647,23.619476571676785,23.673900239208137,23.814383763826356,24.042709544158697
1972-12-01,1972,12,17.19717121886015,20.99315377685741,21.144439711604377,21.888899994493954,22.13795134470439,22.884190584928092,23.78126858298259
1973-01-01,1973,1,16.347580770972,21.0026171416161,21.335909434343193,21.957851080718967,22.03428009678447,22.239319602828914,23.12440087087657
1973-02-01,1973,2,15.865144366067966,21.284817129686303,21.793862186154115,22.37837919684813,22.298928916650368,22.24868221417387,22.72851776624907
1973-03-01,1973,3,18.42566485782106,24.946989021510376,25.713165966682197,26.07167318727977,25.520059144356935,24.241826202464267,22.935483058131865
1973-04-01,1973,4,19.407193143720633,24.931782329801308,25.658158617609672,26.312820460858006,26.157240939457722,25.519433402567074,23.871200659504723
1973-05-01,1973,5,20.219482460111635,24.6719645118564,25.24484020164448,25.92871900542042,25.866770185860446,25.556102100871215,24.556018936288694
1973-06-01,1973,6,20.649358466498654,23.829517806015076,24.17417133662883,24.868622366263708,24.853694992842122,24.89607203161711,24.797581459230628
1973-07-01,1973,7,20.267005187940526,23.769022550411137,24.11181720921843,24.85400585631612,24.867507004943263,24.922217446897037,24.852341608750976
1973-08-01,1973,8,20.66381361803792,23.182760804130794,23.486888520458137,24.230070936521145,24.31037714277852,24.49814747546742,24.76398774746724
1973-09-01,1973,9,20.84949451228465,23.304585637725154,23.63233209548747,24.29033466957469,24.29035627324788,24.34053854707082,24.581059505310293
1973-10-01,1973,10,20.1332987164742,22.12637407008617,22.351394488425058,23.048299351201592,23.191354286474677,23.65345914955708,24.342587263544942
1973-11-01,1973,11,19.036352328761268,21.941981175362173,22.07502710974211,22.761653403668276,22.903402368221464,23.204228928580164,23.88002814977733
1973-12-01,1973,12,15.225133445697963,19.24517534535289,19.256005859375023,20.041746364465098,20.315070110610804,21.328722484950106,23.156955120949988
1974-01-01,1974,1,17.41453915732677,21.17136305030101,21.40029449821361,21.919393865933387,21.882337257427082,21.832536584769002,22.35826292702626
1974-02-01,1974,2,15.777841819816956,21.054874323977117,21.466566346600928,22.15837197777995,22.196186053127462,22.23109701540477,22.243438639450403
1974-03-01,1974,3,17.15777739881071,22.915695814164053,23.50916133393696,23.96035175368297,23.60290827500984,22.832764666026378,22.28946421361104
1974-04-01,1974,4,17.50781330296843,24.190215983200403,24.953991288175416,25.55870218896831,25.304765158513646,24.506789518280186,22.9707339436913
1974-05-01,1974,5,19.339622971931306,24.908020201155068,25.608428491459506,26.23004550918904,25.974548234693145,25.270163147880794,23.784866837252878
1974-06-01,1974,6,20.194502687267573,23.679946017582722,24.067707861748772,24.802782782522513,24.843900499216943,24.87501992126323,24.355737591461946
1974-07-01,1974,7,19.687024375061185,23.251657212032626,23.514296507928748,24.209700775743954,24.178189237470633,24.162210357833317,24.346261417445703
1974-08-01,1974,8,19.85434061765858,23.62228696101704,23.94186971570332,24.653059003646263,24.640675319352,24.57034465697194,24.35921769467012
1974-09-01,1974,9,20.431391169489075,22.756366812781437,23.014260183168574,23.69905590036467,23.761725862005676,23.96636407504161,24.322114437524476
1974-10-01,1974,10,18.808300513593906,21.436017605655366,21.593255256766383,22.313918233347238,22.492582904573737,23.04177638018797,23.943907534749428
1974-11-01,1974,11,17.63986776257832,20.928241621598488,21.098507817088432,21.796871214577664,21.96893223558635,22.477856082064932,23.38382924915578
1974-12-01,1974,12,16.955607166454627,20.93603442975484,21.137695733102532,21.709063371794286,21.75939935670766,21.963327516273523,22.784936619028997
1975-01-01,1975,1,16.547765950775783,20.67810530815632,20.955728567626807,21.53599711084331,21.604032430745917,21.882876584524297,22.450315795994072
1975-02-01,1975,2,16.664875639315824,22.034096369971166,22.50693233194255,23.058447915647037,22.93052606664793,22.599110425741515,22.307348613694217
1975-03-01,1975,3,17.391936553262042,23.99645340336241,24.707283649728367,25.157643188380973,24.733526759494907,23.690495301487886,22.643699833594383
1975-04-01,1975,4,17.115566115651916,25.719065298918395,26.75063380971028,27.349621075396442,26.909040735733186,25.6811764710381,23.559351255077843
1975-05-01,1975,5,19.040516675741515,26.004688991227,26.832574438992765,27.49159506227977,27.23828625899324,26.432865763569396,24.612370683853783
1975-06-01,1975,6,20.068583670834983,24.51432747956636,24.92505383711824,25.715685566758054,25.753277678702545,25.765883517582722,25.200195733102532
1975-07-01,1975,7,19.174531907669348,23.842184249889897,24.167138098326177,24.919645653876273,24.937642087167205,25.06999708637187,25.232718246806485
1975-08-01,1975,8,19.843334024141086,23.728280317027213,24.063679637027747,24.821504946285245,24.863265420051903,24.975836998947727,25.136895058914945
1975-09-01,1975,9,19.88524648835164,22.347999270445882,22.616233344141563,23.405962499082364,23.598939699368657,24.16411683419392,24.904992436802615
1975-10-01,1975,10,19.458603959169466,21.64902083741191,21.866123796312195,22.577712083068263,22.738022426524594,23.21894179473378,24.315622055782626
1975-11-01,1975,11,18.084087269662803,20.883032589810114,20.995911017338017,21.657713161340098,21.813344493319335,22.388400815815885,23.65005073995451
1975-12-01,1975,12,15.872670856377283,19.71126752000538,19.842944010926487,20.5810988889977,20.81884444437651,21.533328579250735,22.87550820251323
1976-01-01,1976,1,15.163827765576059,19.32880507598378,19.589141573267455,20.256327429094085,20.429874323977117,20.962230699699035,22.12560092624318
1976-02-01,1976,2,14.712866765368062,19.9445512477364,20.35871851599211,20.97104251296986,20.956642613302677,21.032533449368657,21.566859200641147
1976-03-01,1976,3,16.985952871109077,23.31721862458403,24.038242554571298,24.429925369824332,23.936728232674284,22.73458476593089,21.688167457909174
1976-04-01,1976,4,17.09109125697438,23.96109526416899,24.833169973876807,25.44182058168559,25.142705108714267,24.245082430439993,22.53687444939311
1976-05-01,1976,5,19.50007995270903,24.36588443526091,24.964007554020668,25.566227723362886,25.354755675839385,24.697826020458137,23.332709605337243
1976-06-01,1976,6,20.54193315020558,22.771608873335992,23.1063044489037,23.854492608102532,23.977589381852,24.243868609901142,23.866179812916016
1976-07-01,1976,7,19.846569413175416,23.243668058988362,23.480833374119072,24.139258462522037,24.073021218248357,23.924755974084803,23.872005539717122
1976-08-01,1976,8,19.89834577042143,23.274929529965277,23.638530629037803,24.35451880016643,24.32677949264638,24.21482428757588,23.983675117462838
1976-09-01,1976,9,20.388554909272216,23.047298508467122,23.348761516860804,24.015836868943325,24.00460104707082,24.00979357594707,24.032772619236994
1976-10-01,1976,10,19.68363986332713,22.38196273003132,22.60647230753233,23.24916361283772,23.325015829948143,23.566387743490623,23.94660780271147
1976-11-01,1976,11,17.966390267105567,21.033877465495323,21.156225949185114,21.843949250868775,22.056148367144715,22.62291384990459,23.5229133145923
1976-12-01,1976,12,17.564124710931424,20.655403671324393,20.801194816953796,21.38920493129649,21.521518634984375,22.013549556149712,22.95136386091673
1977-01-01,1977,1,15.938244122271442,20.47064829373045,20.784561900450285,21.422041558584624,21.486239263165658,21.75877896804036,22.49683959291798
1977-02-01,1977,2,16.79224688142375,21.26911756833647,21.80354674958403,22.363204241508413,22.293585544427856,22.104433914937374,22.217480392276855
1977-03-01,1977,3,17.724628340348488,23.78369794470683,24.480882508136744,24.89931545033528,24.457112732172618,23.417390842183863,22.39222466596516
1977-04-01,1977,4,17.953384855863362,23.43647223870647,24.198326728599795,24.893960033587064,24.809816785557018,24.446563065901557,23.161460347127104
1977-05-01,1977,5,19.463098670284353,24.403868663432377,25.06851828626668,25.680983376260315,25.46112413279417,24.794514502373772,23.708689991496215
1977-06-01,1977,6,20.316277048563563,23.383301201852532,23.691372257671787,24.38451827250151,24.410289160385673,24.468631504808684,24.134704293510197
1977-07-01,1977,7,19.66602369292042,23.677483390025486,24.009409107037982,24.71132869854887,24.65959535746623,24.519186585380794,24.251723170149774
1977-08-01,1977,8,20.44854601544148,23.927552215886863,24.31143706104399,24.971424496500617,24.888917200959327,24.698145295981817,24.41307737250395
1977-09-01,1977,9,20.656648272317966,23.68853739691417,24.084629655687195,24.814568064188563,24.853358128487173,24.89167750036711,24.615288900376868
1977-10-01,1977,10,19.674955186716943,22.833580252483898,23.116942441696892,23.787041352106996,23.862357301047382,24.11225501817006,24.53392545241536
1977-11-01,1977,11,18.56741076344707,21.83639427430012,21.990139204128354,22.683265335931424,22.844375206477594,23.363300406531437,24.181608544501273
1977-12-01,1977,12,18.10158261244618,21.378704590226164,21.548067637468193,22.186158316305352,22.337794307030663,22.817642668363362,23.696643553922797
1978-01-01,1978,1,15.774747714981402,20.334440002202427,20.6399958551537,21.34290405369029,21.518924473558684,22.02682931492268,23.099837303311006
1978-02-01,1978,2,15.766900802050714,20.892905468444155,21.39801024434712,21.970701633773047,21.892702049787147,21.939972989673095,22.577328952439814
1978-03-01,1978,3,17.24896688558391,22.624134170663694,23.256714956930352,23.843889410605925,23.68732606175365,23.18567749119029,22.61792626914888
1978-04-01,1978,4,18.585524009519418,24.298881885645073,25.051064621366038,25.535885651184458,25.168824140747404,24.228817349929045,23.025722174468967
1978-05-01,1978,5,19.872418112519597,25.501969987336054,26.28193963513121,26.917272117572963,26.667905889046608,25.85844569792482,23.957089216669942
1978-06-01,1978,6,20.765371720830103,23.773840934257578,24.146335099353962,24.858369033562553,24.84847837491435,24.812517818250797,24.497920541307792
1978-07-01,1978,7,20.303113529023108,23.286773695979377,23.602250414484672,24.327173138336946,24.34617175264293,24.444285503438266,24.542793091107114
1978-08-01,1978,8,20.537521603673156,23.574391044073025,23.928670253768644,24.638009273137754,24.634079698818027,24.592184249889897,24.513986791552497
1978-09-01,1978,9,20.591552772611635,22.93039357686473,23.220842726788874,23.90642439708546,23.967919921875023,24.185779009335874,24.46283579373045
1978-10-01,1978,10,19.464401964443027,21.950891447851404,22.177890992071298,22.914482949539945,23.07265797064656,23.51943952042143,24.215633564996097
1978-11-01,1978,11,19.254653813564516,22.180873446064993,22.32636080198955,22.876972090348488,22.90099824264638,23.051322718346228,23.706500946738004
1978-12-01,1978,12,18.087850132451592,21.67022417347789,21.78307449711241,22.400564448536613,22.510135602241633,22.840137254062256,23.410281895433684
1979-01-01,1979,1,16.568840620717538,20.761829674346643,20.997389817443263,21.61145874119029,21.680477888544942,21.99526271596028,22.887263277273405
1979-02-01,1979,2,16.419191976739967,21.59185235629161,22.06944456765126,22.694902068446595,22.682139077182853,22.626349216302856,22.6456372815926
1979-03-01,1979,3,17.704457392203437,23.059001963831292,23.685502176426724,24.195090192467717,23.960602203345275,23.391461081269597,22.778353425386683
1979-04-01,1979,4,19.001256110207066,24.692168917017455,25.357636611687553,25.91114068923747,25.597572167739372,24.74347840550365,23.355439154879605
1979-05-01,1979,5,20.41674196725728,24.68881862703114,25.183329764584983,25.815351914276675,25.676474326424284,25.202713421348903,24.07386796752644
1979-06-01,1979,6,20.770781051169763,23.662387393243478,24.0166461463636,24.73124269681142,24.764483676035184,24.7956851155663,24.458692285691598
1979-07-01,1979,7,20.977439494420537,23.806294239734257,24.113625035177677,24.785229128939932,24.752302836849083,24.677168894075464,24.539087200836946
1979-08-01,1979,8,20.62123641071605,23.46352997901579,23.763355696640076,24.452953355949035,24.46740984576894,24.519878094104854,24.579873406298987
1979-09-01,1979,9,20.809936274899712,22.906634889511565,23.19093922829387,23.885920025878534,23.98198525138264,24.23605763936473,24.498726377434934
1979-10-01,1979,10,20.465394012761863,22.566776227241633,22.779923228575285,23.375567469227235,23.4204080914742,23.622633384519418,24.177059728611994
1979-11-01,1979,11,18.433466651575998,21.39720421703703,21.489951844839027,22.209723717697727,22.41876774177763,22.949591403802856,23.802978171495738
1979-12-01,1979,12,17.42893829226216,20.53049830688383,20.71674720567006,21.36461880414305,21.541727628536137,22.12976909688234,23.178641385143408
1980-01-01,1980,1,17.492302248005615,21.30743407247212,21.543691650964206,22.057945678041847,22.011181372968906,22.006625100944632,22.602413684722535
1980-02-01,1980,2,16.973578363596346,21.508542283550355,21.948188120962243,22.5293076194817,22.471414363804342,22.357563579801308,22.417321251590693
1980-03-01,1980,3,17.835941553078555,23.89407646400258,24.621205630261386,25.091877401257875,24.670791986834388,23.69062167341673,22.673276026881865
1980-04-01,1980,4,18.571665922327725,24.250756166797203,25.0263651227242,25.668596250672977,25.508904192871512,24.970983246255912,23.51507213715007
1980-05-01,1980,5,20.96430312285878,25.69688176787639,26.307308274092122,26.86129795633076,26.577593358457364,25.69209970879018,24.211193914570288
1980-06-01,1980,6,20.879743669550237,23.66576158109831,23.984491086286255,24.71768017845784,24.796369550521263,24.99703842318422,24.738352025927497
1980-07-01,1980,7,20.490203632781913,23.845227308878236,24.174079759996573,24.912498470536434,24.912530015722893,24.873336364220336,24.769507199185114
1980-08-01,1980,8,20.69781894668904,23.918099939739136,24.250261767692848,24.952038545541313,24.925078882084506,24.881360121378236,24.802951597065885
1980-09-01,1980,9,20.896832557385494,23.211952146143346,23.513580527787326,24.22871277285634,24.31655445502156,24.562137173000735,24.79438124785878
1980-10-01,1980,10,20.175170458716764,22.515809147415837,22.701368066941598,23.350711774116633,23.446486592722238,23.73420679724211,24.43237251156279
1980-11-01,1980,11,18.599367949172915,21.3297856533257,21.490105364746512,22.235507223656555,22.47966352565828,23.13131328155589,24.001743626725272
1980-12-01,1980,12,16.272703969263944,19.648350549995143,19.837355924530186,20.60044373562306,20.900736895556008,21.78334616808195,23.278169698573322
1981-01-01,1981,1,15.022564979260494,19.41333546948414,19.723928228391742,20.33752703326894,20.39777833943083,20.802818724916847,22.265789646755138
1981-02-01,1981,2,16.735233640857473,21.01487961592113,21.47627021950865,22.018517827427615,21.931729754490505,21.751978017019894,21.84918728128673
1981-03-01,1981,3,18.127958211995917,23.102764123066777,23.655592751260315,24.104515550056306,23.791359218994728,23.050990251199096,22.123619506166847
1981-04-01,1981,4,18.238833615774297,23.96942988480083,24.71978070551097,25.273921804644715,24.976346119139123,24.09398423734831,22.76460431247557
1981-05-01,1981,5,20.255170772256804,25.15367308327626,25.689127578675652,26.25321267650014,25.99379901930797,25.145261033550355,23.553266475381804
1981-06-01,1981,6,21.376929265368062,23.285434268243478,23.615958614244846,24.313936969276142,24.400240584622168,24.605765312989433,24.180548626235804
1981-07-01,1981,7,20.682594666148702,23.257036526649415,23.57678828706196,24.269790914680414,24.255507827794645,24.212003000807556,24.205910191427677
1981-08-01,1981,8,20.911232457052677,23.22020589638805,23.578658438662387,24.244418069694632,24.223529611944514,24.203896843798987,24.211624840935826
1981-09-01,1981,9,20.753417624620738,22.887581214516445,23.25850767943672,23.954538453773523,23.995328674077427,24.105510657302318,24.20138183211384
1981-10-01,1981,10,20.337450560089565,22.516810754882044,22.75075807862669,23.409624608457364,23.496290706673392,23.747547543375617,24.07010873721373
1981-11-01,1981,11,17.753613204776855,21.17399697777995,21.290799052956174,21.994663166234375,22.152810465813445,22.665513999180234,23.651938862752104
1981-12-01,1981,12,17.750181853220454,21.297169651159948,21.473639924505676,22.04824639352489,22.11209289502989,22.350300921960695,23.092746327757936
1982-01-01,1982,1,17.44760482178691,21.561052209769002,21.883839764217896,22.480807755603962,22.504476778154412,22.600138416454627,22.81988371488353
1982-02-01,1982,2,17.794753289876212,22.24077010785777,22.69781875550609,23.252276071236338,23.163380397477,22.92338710417482,22.751566400132162
1982-03-01,1982,3,17.646719377080103,23.272817340752283,23.857940019026557,24.373792144369133,24.095291355165955,23.46472047523497,22.907870313723606
1982-04-01,1982,4,18.65361037526918,25.137494991006804,25.937636351678748,26.52005015875835,26.19689553304869,25.250039613106935,23.600530532681603
1982-05-01,1982,5,20.226682983494072,24.52292822686229,25.100782894173392,25.764988590201654,25.699730202623357,25.415793317467717,24.350943870215872
1982-06-01,1982,6,21.183065549750438,23.825377930452248,24.152551030552615,24.829569998959983,24.830700463733365,24.85435400046498,24.67533181712514
1982-07-01,1982,7,20.039024110464027,23.183351368258172,23.428578677136386,24.180850121745323,24.236792546618062,24.393426824344203,24.6252883421227
1982-08-01,1982,8,20.117825898101046,23.623742436802615,23.92530486032939,24.622138411866217,24.59308013318571,24.52486338066518,24.520786213109375
1982-09-01,1982,9,20.65928831765126,22.91413174646391,23.236534258454924,23.936711982123654,24.030413039288874,24.281418088048156,24.50604734607481
1982-10-01,1982,10,19.568363236895607,22.023897524410245,22.22437177283183,22.92245145482576,23.053408333129426,23.478874131264718,24.192570018843014
1982-11-01,1982,11,18.33227084047087,21.561022767594977,21.696673952011565,22.308327088023702,22.387535712974795,22.69515538585307,23.62504152493642
1982-12-01,1982,12,17.27628864954488,21.09609298526823,21.251105266860804,21.909270346454093,22.058951109167026,22.475725156922977,23.20103636452626
1983-01-01,1983,1,16.45735935817595,20.756623571481043,21.077359159345633,21.65568929864918,21.70815085558195,21.979968080094977,22.69961109564656
1983-02-01,1983,2,16.85404409290578,21.699339807042918,22.101113449491038,22.665782802405545,22.61548773064311,22.48227298171986,22.497055820832543
1983-03-01,1983,3,17.22892135345296,23.06063275438038,23.605815402921905,24.128981231952366,23.876531604835577,23.250757122711946,22.637551007610625
1983-04-01,1983,4,19.405216694400963,25.046471642215693,25.730328459952545,26.20337720854542,25.827578446187374,24.786941363425058,23.247030775866335
1983-05-01,1983,5,19.635816978269418,26.389609283232232,27.317930207517634,27.864848606046905,27.481862129563922,26.343446248531734,24.24481420076353
1983-06-01,1983,6,21.747059835674463,24.551452149202248,24.996403886978783,25.742921298392275,25.774092913383413,25.784750215654412,25.05755795902263
1983-07-01,1983,7,20.823242608102532,23.528212523553748,23.79609290879506,24.562037757867586,24.649643329091646,24.903969608029115,25.13817235219267
1983-08-01,1983,8,20.70775510687895,23.84486807611836,24.16308119616292,24.878003904720572,24.87467732141988,24.873581843125976,24.974367566807018
1983-09-01,1983,9,20.875778152836233,23.341228335148344,23.655100455168395,24.397101169427856,24.47809486956737,24.690183864465098,24.905881819878175
1983-10-01,1983,10,19.890738218542026,22.425279432997286,22.64835781494719,23.37292360023497,23.514584429448917,23.946435546875023,24.615871626003354
1983-11-01,1983,11,19.475949796887278,22.344649362825464,22.45322942412639,23.03877691091185,23.084294511978783,23.30513299450621,24.113599225479675
